dim1,dim2,pseudo_label
-0.0006280348299744751,-0.019796577973119348,0
-0.017037711600693603,0.10442363164145436,1
-0.0471023541862475,0.1654591308984255,2
-0.018540275739197237,-0.026301571526043458,3
0.004303741802077698,-0.042445094009253934,4
-0.08585779349408545,-0.11065382984166915,5
0.09718184123978961,-0.09081312713113976,6
-0.02936223670330167,0.015460924633249318,7
-0.028706717456241638,0.12764997130787697,8
-0.019639374380406464,0.03110608140105331,9
-0.03388936457558625,-0.004336354138363777,10
-0.016926159940178053,-0.03092680663640221,11
-0.03325673952824593,0.1503837344660371,12
0.018988192597196238,0.2331048166405611,13
-0.040705711536522894,0.11513607199718821,14
-0.0032159001382672356,0.021130595936202076,15
-0.024884441597066174,0.09222845400465689,16
-0.0009837697033124148,0.0132563527733749,17
0.008149784662272884,-0.02819214852401483,18
0.0537628497566655,0.0020938647764865985,19
-0.03850011844491251,0.07482060036034123,20
-0.037394572827455,0.004472971026223911,21
-0.028945325490267942,0.2647349997029001,22
0.042435786574638534,-0.015588281885086286,23
0.009075063820180999,0.07895792793703284,24
-0.026191498856414367,0.008601349899259373,25
-0.010818904756511226,0.11119464785645511,26
0.10124118440086105,0.051791213572168225,27
-0.0121515616069611,-0.009758024606585133,28
0.03396344312423334,0.0601644621478149,29
0.12308939319545296,0.07181443262832723,30
0.06772819753533597,0.08005767668617829,31
0.09707135517541783,0.08123630074217729,32
0.07986104999614903,-0.03633113683196012,33
-0.046166287919386165,0.06706537142050861,34
-0.029135500040947913,0.0185197776437495,35
0.0289128142209468,-0.013722420993279687,36
0.02315214752458735,0.026275357612661077,37
0.06429744174999975,-0.022229727325688713,38
0.032381595765194546,0.011942185886502903,39
0.09511660181838666,-0.029158400701492657,40
0.051362352286328454,0.05222944969995673,41
-0.019887139851723676,-0.007117041939592818,42
0.08366319924916482,0.015486043387816803,43
-0.02058268193901998,0.012737023463753406,44
-0.10428898593126837,0.060962552825623254,45
-0.015477254936595245,0.11497775217346816,46
-0.017970283081848486,0.0730962471167716,47
-0.022546355624449566,0.09551110304677457,48
-0.04153942288441872,0.202531053738313,49
-0.027614981817449993,-0.00913929962293244,50
0.036955367942310934,0.06894137902792555,51
0.04120475708058725,-0.0032268028959338375,52
0.10869293275415665,-0.06180072586223984,53
-0.032616767303366614,0.11662320809518302,54
-0.023178867512201804,0.002387546764500918,55
-0.03229224290376749,0.0014852469520432831,56
-0.027568369346363173,-0.0030544653159200394,57
-0.034813682571173094,0.068404662238516,58
0.05147335255526978,0.054196876664244546,59
0.011826542724986669,0.005326379829763938,60
-0.03130289265759548,-0.00010516071743727925,61
-0.009885730316946683,-0.04627990993691514,62
0.005794662118611713,0.010073950384982254,63
-0.00896433599364051,-0.0037019067205071744,64
-0.034795943091941256,-0.004042709004249258,65
-0.010535519206158596,-0.015049436246548368,66
0.0005451102193775124,-0.05350712588200479,67
0.03414314827958735,0.01203371384754009,68
-0.02365855661477909,-0.0162392759057182,69
-0.01831753811379037,-0.024759867450911514,70
0.09757980221616497,0.0059211951298299105,71
0.0319874001879053,-0.029831407260613993,72
-0.052014088507882104,-0.02921040869011041,73
-0.011783846373686858,-0.002544983941767218,74
-0.044136198469346785,-0.01421130877097006,75
-0.03069589406460856,0.09964519788701372,76
-0.018040262119136986,0.012930184503146801,77
0.05456937279301809,-0.030967842384904364,78
-0.008713968827285585,-0.02622137906641377,79
0.04994064673859203,-0.012845340442548788,80
0.02758918846494289,-0.002007241768556143,81
0.0431369371593012,0.007889985405344085,82
0.0533592200582516,0.018573206133586213,83
0.026447170099596115,-0.0010909068890784719,84
0.061455266228707915,0.08042859667330726,85
0.014848944111354703,-0.029702120479493433,86
0.07156936279050138,-0.031768873057986965,87
0.03468474206993286,-0.012884090188107798,88
0.14236775545083605,-0.09930782508215555,89
-0.03765688012025636,-0.02709709884566699,90
-0.0021291400215810545,0.007980006683634636,91
0.08116453486676957,-0.016663418891278085,92
0.0683862506306531,-0.044953596147791486,93
0.06327627527983354,-0.0018868025525790532,94
0.0617433318376318,-0.009920827934831896,95
0.12827037052070964,-0.04324127495264761,96
-0.040605468645406206,0.003936547510992711,97
0.018806137940130446,-0.012863931237881114,98
-0.05332944542998738,-0.051919885290117575,99
-0.0009135735208901743,-0.1016737863333193,100
0.11921097472534062,0.009854567268745586,101
-0.0008017136789326087,-0.025000833935087497,102
-0.02003656418474494,0.021730232285142745,103
0.03623182424163036,0.0012364949026187494,104
0.00320447578264431,-0.008259292342962247,105
0.015954448237112853,-0.02363943862999685,106
0.014047228134518657,-0.012281900635234861,107
0.07750261800893335,-0.031017546205590465,108
0.021503754996705735,0.01903214250817923,109
0.003876912446024944,-0.0002592150520577661,110
0.0034597713338429554,-0.05193888249497963,111
-0.06140973337028528,-0.06760283604096412,112
0.01350751443323648,0.010227320716358585,113
-0.027141600443253987,-0.013671155172787566,114
0.08893845048789756,-0.022924468223241637,115
-0.0066609123546865975,-0.03583095429524355,116
0.10265842961864481,-0.0340996664369433,117
-0.10528569085851776,-0.05413671009956804,118
-0.014465953045466119,0.07029175964588266,119
-0.013404424084470129,-0.049365596499621044,120
0.1294453867185584,-0.024306443574263033,121
0.06469663238402033,0.044942165291462194,122
-0.12537139565579966,-0.0775878212232843,123
-0.1959406121858748,-0.13573649466615043,124
-0.12272309625537983,-0.08462238907860171,125
-0.017019617082872886,-0.005103655740718089,126
0.006066093392472298,0.12713532385373652,127
0.027109739142255704,-0.04112123150030455,128
0.0030063278092484877,-0.0283671669454793,129
-0.016070332177912806,-0.026438604541582946,130
0.02081730938623222,0.004627205976848159,131
0.028536432661515954,-0.013598495461245941,132
-0.017318812364305908,0.02680744209005565,133
-0.034781971470021975,0.030852959676356734,134
-0.01840498293553904,0.08050760636287943,135
-0.027718272941436105,0.0016654766947240035,136
0.007489602439028627,0.00846290320549825,137
0.07192379964739072,-0.02366119428652394,138
0.03552618218510062,0.002618502955063643,139
-0.02192104563072584,0.06792282390055825,140
-0.011254130446576317,0.014033678918514442,141
-0.0880298122227091,-0.09534553534527572,142
-0.06225024164016308,-0.044339923604319924,143
0.23134705718285117,-0.07092850963158907,144
0.13342307993275226,-0.09210286551198346,145
-0.030646074426414396,-0.001902926440590056,146
0.02463284765695991,-0.053490465657210884,147
0.12121818176116549,-0.013611382292432537,148
-0.02676285424461288,0.0021708271336953714,149
0.09071382550462903,0.011712460785108191,150
-0.029007511488723964,-0.05179982508734359,151
0.038737605089406886,0.0002765335189020226,152
-0.013847614953542767,-0.055869412715552756,153
-0.025347052763221745,-0.0009855965974709308,154
-0.0240169733038113,-0.0072611419672958125,155
-0.029891503639224524,-0.0011699081840527478,156
-0.02786282582543372,0.004702685932854022,157
-0.02653362638625136,0.0139193491996002,158
-0.06225024164016308,-0.044339923604319924,143
-0.025347052763221745,-0.0009855965974709308,154
-0.02989150363922453,-0.0011699081840527942,159
-0.00883930079425463,0.013581468531629271,160
-0.025347052763221745,-0.0009855965974709308,154
-0.0249046254535949,0.011367971823898405,161
-0.025347052763221745,-0.0009855965974709308,154
-0.02126056673493551,0.003498407101926863,162
-0.02989150363922459,-0.0011699081840527434,163
0.041583829612104876,-0.01048978470390826,164
0.012040054787986114,0.006170131601494193,165
-0.025347052763221745,-0.0009855965974709308,154
0.0023484426663465505,0.013684554703815972,166
-0.03766198950921027,-0.005312518549679472,167
-0.025347052763221745,-0.0009855965974709308,154
-0.025347052763221745,-0.0009855965974709308,154
0.023388679165287255,0.005974815572373793,168
