dim1,dim2,pseudo_label
-0.025347052763221745,-0.0009855965974709308,154
-0.026550615689416013,-0.002048937784629897,169
0.01097172976765066,-0.03857151218636405,170
-0.08825242673630701,-0.04922113674305279,171
0.008320344740820166,-0.03101102290075506,172
-0.05800495938567381,-0.05954359334263744,173
-0.05266276945962365,-0.06515972810851103,174
-0.17481075956651887,-0.10580004199449419,175
-0.12537139565579955,-0.0775878212232843,176
0.024745438243491208,0.12093512206386264,177
-0.1161141224882593,-0.06740178811827022,178
-0.09964411582529845,-0.05962368953887813,179
-0.013667553491514975,-0.0002449692917044733,180
-0.04078287535643922,0.0020902795801893493,181
-0.08807187811739987,-0.012807139575218939,182
-0.02470854695391363,0.03939400395170017,183
-0.0037299937553918897,0.00947713644722908,184
-0.030012370098534583,-0.0033832798418037295,185
-0.036317271203466735,0.0036734729721222717,186
-0.03208075024255563,0.011935267285577589,187
-0.019440880433640385,-0.007185562107883789,188
-0.08538803800257656,-0.014874516683579576,189
0.060893835879398575,-0.019270962593967683,190
-0.04949104765985144,-0.028267965684641023,191
-0.027978942540747582,-0.029263056212926183,192
-0.04387298059998949,-0.027732289009665994,191
-0.08538803800257656,-0.014874516683579576,189
0.046541471989765985,0.012750294644881728,193
0.04264644103703533,-0.04964414647855107,194
-0.016727669617386337,-0.02582571812471627,195
-0.009076904001442093,-0.035227011189290204,196
-0.03443217609322379,0.019593098307117883,197
-0.02571837104211192,0.12605169245250192,198
-0.04444250649540503,0.02641287507739381,199
-0.05029891044832265,-0.010766361772223598,200
0.09594171878256458,-0.027862644627629034,201
0.02403078225131012,0.007356861661183992,202
0.004634580611270832,-0.0523640393200909,203
-0.07295408200253264,0.01967263441732836,204
-0.05454998596949092,-0.026632276796791837,205
-0.09154015775039435,-0.055466646629423536,206
-0.01813431437923676,-0.029253017360231486,207
0.006471479029392161,0.011109893197213514,208
-0.00230095447242549,-0.03230167118902465,209
-0.007203125273529532,-0.02450988263467157,210
0.03031341143429018,-0.05000792764519695,211
-0.029789887559367418,-0.0010183401162784976,212
-0.030936079774373734,-0.0038850833044925624,213
0.1222818765673719,-0.033517051118129394,214
-0.018081991142052,-0.00647688327510588,215
0.007249235983364804,-0.042372968636346944,216
0.08828600222653012,-0.05941741098818859,217
-0.03540700610892328,-0.003254663377768218,218
-0.012646158454973761,-0.03706355172328743,219
-0.02938560359874485,0.1767843561239357,220
0.08309154877819254,-0.026415379824276206,221
-0.020128772075535817,-0.033163844946616255,222
-0.014258178483551534,-0.0003199597564120905,223
-0.02346482326748189,-0.009058713598770064,224
0.025193985645149172,-0.04839256947063691,225
0.06139027451462777,-0.04379836659377901,226
0.037552792521228597,0.03937506036091338,227
0.07109681060834275,-0.07337320011593494,228
0.05521668482167675,-0.02393613339772569,229
0.0653488044752723,-0.025576042490948688,230
0.06409586094044756,-0.02899710726626005,231
-0.06744387865005357,-0.07897036637316729,232
-0.057604310685110106,-0.0208749511274231,233
-0.015560012981125774,-0.023927163610138358,234
0.006834472965211778,0.006047381878668183,235
-0.008348695682371449,-0.025000385579271533,236
-0.01396566940281632,-0.025934212001429716,237
-0.021865470150865773,-0.015273372379382673,238
0.06647171635114424,-0.026963244795552465,239
-0.026649927319698126,0.03619725343476224,240
0.08622193068887866,-0.025696697618400932,241
-0.02879609769534036,0.009210816818314888,242
-0.02844961779131041,0.06454256986512881,243
-0.01595721665440673,-0.011057086351279765,244
0.04494341093858222,-0.0028071734419828137,245
-0.022077160726233128,0.04111918455170861,246
